row ID,row m/z,row retention time,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Mo_2019_542.mzML Peak area,Mo_2019_343.mzML Peak area,Mo_2019_339.mzML Peak area,Mo_2019_342.mzML Peak area,Mo_2019_338.mzML Peak area,Mo_2019_349.mzML Peak area,Mo_2019_348.mzML Peak area,Mo_2019_346.mzML Peak area,Mo_2019_344.mzML Peak area,Mo_2019_345.mzML Peak area,Mo_2019_347.mzML Peak area,Mo_2019_337.mzML Peak area,Mo_2019_325.mzML Peak area,Mo_2019_328.mzML Peak area,Mo_2019_334.mzML Peak area,Mo_2019_341.mzML Peak area,Mo_2019_332.mzML Peak area,Mo_2019_327.mzML Peak area,Mo_2019_333.mzML Peak area,Mo_2019_335.mzML Peak area,Mo_2019_340.mzML Peak area,Mo_2019_329.mzML Peak area,Mo_2019_331.mzML Peak area,Mo_2019_324.mzML Peak area,Mo_2019_336.mzML Peak area,Mo_2019_321.mzML Peak area,Mo_2019_330.mzML Peak area,Mo_2019_326.mzML Peak area,Mo_2019_320.mzML Peak area,Mo_2019_322.mzML Peak area,Mo_2019_543.mzML Peak area,Mo_2019_351.mzML Peak area,Mo_2019_323.mzML Peak area,Mo_2019_350.mzML Peak area,Mo_2019_352.mzML Peak area,Mo_2019_353.mzML Peak area,Unnamed: 46
1657,306.1702351888021,0.6809925711111109,1.0,,,,,,,16757.975706026336,30748613.34177876,26640878.83522207,38358373.14378653,33106949.110127077,30873762.24071444,30998499.18834997,31186654.50684742,34715557.806915514,27081636.95518174,36467274.006569296,39376631.96327425,36096567.2944449,38536658.73572903,44822195.12958221,36941335.2112649,38381584.20488344,40721145.114813976,34348702.29762118,39583462.22448747,32466618.968224715,33319411.5497342,16919172.04028612,38503882.86620994,43952746.77323182,37614850.92635064,15788564.62256055,43788872.82557374,35602703.71948192,38919320.52054063,36908066.64568988,34729277.961896874,15225961.820558032,29917773.24318681,37380281.39582198,34422921.038622685,
1659,416.1551173731471,3.8256151828571423,2.0,,,,,,,0.0,115688075.18540616,13189392.765665226,71852410.25854357,39769537.88135851,21421468.829270244,22639525.401594,353982633.85554516,63091262.2506825,28100316.38581126,21575388.202103265,166357187.13640577,276264736.19458574,37918216.95146776,380050810.234097,358162377.89068484,374818998.1675733,19081997.106767204,16587661.465457162,295427634.01805186,27620501.26802396,123265412.1892672,39201124.26193497,20764760.694549013,51813356.76220271,306791391.0502632,17526896.825727023,20688015.33624902,13820012.43748802,289452076.8768311,23896413.41046976,30353234.79378221,66429978.05998768,285360405.1999297,31175912.766785976,23438124.17048025,
1661,419.22750884019086,9.963554919444439,2.0,452.0,[M+H]+,,3.0,32;2535;1375,418.2203,18760.174709311224,13529825.774153575,2655330.3372970703,8544160.435267538,10412858.282970987,81634701.37816744,17291489.459194824,13972191.931825025,8578805.755798096,22770731.4927788,8437783.23238114,14899437.834820485,10803177.914219527,31714524.815207276,152759972.88217968,15726543.771232804,42533562.36279152,6424291.989296293,56904806.06649053,120247295.32525936,5498660.186025862,35376300.06058764,14085832.895512486,13203105.09981062,83865467.69554342,13580706.832178155,32230283.80543012,10130168.150405224,11077525.487912027,6313782.063959463,71086904.42853211,169288399.04590768,5529652.3738025315,66830547.10801496,2142784.0335839004,23409894.408250805,
1662,491.2841937463029,8.177679100000002,2.0,352.0,[M+H]+,,2.0,1168;1487,490.2776,0.0,10916797.23019118,5339981.133836698,10059865.504539667,7994626.525638607,334067.39550965745,1136075.0691490695,385301.04709148436,17450830.27542093,1443629.2447513503,1422642.0214944556,9364625.441200273,47799841.63838816,14733163.385305712,1016897.0012431098,9050764.1243812,1447319.324940598,38256652.93394481,752342.0614828095,2452296.883330678,11296268.70650684,1165433.7916608916,5237694.327903202,73858630.97624786,1960354.3190828431,70888088.20858356,26821765.34065615,94208055.62861912,68965431.62527116,57259465.29399947,1014032.2333183113,429873.3520075732,86509633.3750788,7052728.730694631,808955.7700089465,6006557.48120392,
1666,470.2022221723735,5.139559057142857,2.0,149.0,[M+Na]+,,3.0,1667;28907;59497,447.2118,0.0,293720479.37900215,15586678.411686,373147213.0008711,46856494.71733211,305494009.13652897,44935095.29408393,311706348.46365094,97675553.6951122,48561378.45020997,16994454.116879337,25006249.00190248,179056093.61924243,212253014.62016788,44468223.004460216,15057086.44693273,9697668.7152398,39474867.60221851,20704055.526585832,24902032.801883925,9625707.133623803,192504863.7773174,189431460.8431231,217827976.41360223,18588403.204714566,18576960.66645827,216413984.28530627,241310319.21039355,11652579.16154095,47285105.55034202,9770541.363734983,76771913.61481486,6235854.784747913,118662916.1587448,21604777.26874273,13575641.026742956,
1667,430.20757095605416,5.140421988888888,2.0,149.0,[M-H2O+H]+,,3.0,28907;1666;59497,447.2118,4617.6797275444815,394074725.83711916,35055254.03799524,65656468.8384563,7317146.567566464,112335256.28850149,26931299.61214439,144476519.38999033,32274183.767037705,287693646.04507405,23966834.62150809,143546275.92146635,8906416.388828369,33136382.58234532,14770989.727100968,31424055.122260444,42147350.275017776,24633226.90107747,141559676.11221606,14702476.548468037,26698268.455329746,13130772.154833032,138355939.37047496,13371905.736331485,294426460.0932799,40471017.46555136,14044272.00136578,171187071.46914005,8128412.958135704,27790377.194671515,41584244.36539511,16494050.877854332,6513672.69531073,47675502.39543597,32622704.037412554,209553528.16923293,
1668,492.3015546798706,3.862810708333333,2.0,,,,,,,96591.51334299595,38415616.19884743,456842964.9436604,53752915.96578026,501331289.87605447,362939981.59167415,124859330.24373196,509154209.7275166,105094108.42490289,281534942.88601804,485132713.4232716,365779965.6936477,19467894.468453728,57987865.93977002,28461162.654061336,679569553.2008724,38499466.30059991,54223943.52150853,57550319.6642641,34332428.54297752,420238844.0759512,106016273.70540504,39277394.62876963,68402127.40808897,39119533.00292908,46553411.25131022,161431137.1023326,24836290.44353617,38364592.69575085,53092967.07809206,10335931.232247852,99387740.27373424,69828513.3514612,203374627.14099383,63201367.01878768,203565543.2939072,
1669,328.1598959786552,3.1397781971428573,2.0,,,,,,,0.0,30854992.38350439,148117129.22479406,34207380.22676901,155823401.0982365,117616826.39336522,74241028.85527383,99717230.66920824,51257663.17368657,66840220.56503482,228381183.88789517,116623596.19794272,41969814.13423193,54861095.97335597,39260768.44650036,224201980.19292387,67026332.72530866,40331462.80509096,100341548.34739365,66691898.22086372,514562517.90568703,152358600.31700653,52903333.6379546,147141909.0105221,89462704.43012808,94606471.65284409,289467133.47539645,16275868.417772755,87956353.98697367,137851510.72428173,21516526.084731705,53936724.5800932,230555050.3444331,95062048.66936308,49191328.45401258,90680946.56807926,
1670,679.5118709140353,5.160312891666667,2.0,,,,,,,24412.51295618585,14127063.618463146,11215383.662605006,13422821.280416932,12598085.649600552,12737991.576782485,13021585.49157116,11046941.838222517,15520585.225674428,15291362.772794487,13679546.921917498,11139668.042291697,12196166.292943263,13174792.51650302,14794181.984293705,12057680.991655253,10240773.287504334,15312042.032745535,16028630.792653952,16975628.451123625,14220395.480216473,12695810.52246996,11314765.100699425,10106145.502686404,22411936.219057504,14866904.239980228,13872851.057098053,14696008.776095815,12199966.581106527,11814313.737499155,2251528.053997824,14825772.572448092,13772852.353764607,13249808.745520668,13699185.062201412,16112022.852611473,
1671,284.23731493727087,8.666016794285715,2.0,,,,,,,0.0,201283215.98548675,176805688.78961092,218972751.90619043,231872659.45160684,60270498.71941525,1165425.2987843982,33908621.93100535,49611532.400149204,83328239.98288633,206685174.56593788,213758982.56215155,513327138.30067617,1278656407.9549806,177765893.04288787,202965964.90878084,165499613.28434148,1215193873.8005412,84662024.5718609,1470376756.6566253,251942293.6008733,764610565.1186887,4315341.044424801,62631080.43855295,942979444.6472553,512415650.0776517,145766528.05037284,119775155.54835875,493447653.67191815,481641811.379676,216383105.4165249,59689810.59483609,48414286.76306099,41750123.08679699,337141474.45000917,25617817.849278875,
1672,282.1701553344726,0.6806048538888891,1.0,,,,,,,26365.99321526478,39448166.97174363,43526172.5319102,42538395.37374412,39437715.2017512,35915679.90145278,33592662.88574106,37296306.82515175,38774837.44314179,32607108.58014343,45369812.82573924,42137752.00410186,41094992.16973966,45522133.15647992,46922134.12239382,39047448.96918355,37311935.47560506,51200433.97834627,35602803.13922709,51119301.41397322,56353281.62410279,40836036.09704848,38538014.299759984,51518931.53330782,50132857.75292517,52277488.75881988,63799054.36776415,48969891.64121936,55355184.78820092,46363367.64606294,42402277.523422495,46801068.32969447,42443086.60194327,38098075.76934516,40477947.12667721,48389482.68201938,
1674,404.33115844726564,10.219903457142856,2.0,,,,,,,0.0,71301371.1372157,85953737.30118063,91283985.48327532,110585432.00176407,100990299.70095634,65939653.16994189,68155100.21670698,92698099.07298326,93295039.6459698,78520330.57902348,101757122.53410622,154418914.14138892,225294195.36828205,236780290.41131884,70650194.03553167,123180686.68508388,184912316.7149215,75802964.76237813,312464624.8336996,88831129.32368268,145210231.465407,114290636.87810612,104329825.94133154,180405271.15878585,98940444.12741417,364649586.5448371,192235888.6285921,121739812.34722283,130282532.57742187,225921003.4791562,71622799.62649246,177296589.98363286,56437867.11725753,110270007.2584386,50985222.95856781,
1676,286.25296206185794,9.190202871428571,2.0,,,,,,,0.0,130440302.70333932,17908365.554337725,25623297.69980865,23603978.43834715,76461561.77960649,4320229.31046156,219926922.24565953,48933573.88741946,51241472.46689281,80132596.90812843,39802254.719192296,102453411.86924411,66863690.44438879,134309198.26744717,30242820.19375624,161086468.3273504,98880589.31642409,126893393.21749224,201983627.3791076,48134234.23098894,111075395.28675586,1264524.9187094946,55507789.10463907,89679505.27452882,95508014.06496756,131074841.5367086,146113774.60109174,46907460.87379102,53961334.48611767,142168825.47459888,47090656.68646682,124373354.02519432,29689639.34772169,54544642.28599083,10310059.731841624,
1677,209.16479822794602,2.9509770694444444,2.0,45.0,[M-H2O+H]+,,4.0,944;14;28731;1568,226.1681,373927.86676441616,31705023.027941953,175509422.28688648,33944287.46041119,132283082.52596804,49497613.27921214,57557995.14104305,72113839.00118734,40610431.87608209,102467503.20330384,158745640.63298926,176026930.6246049,35336244.86545485,116159427.255221,44526708.56318805,172291362.23350912,52498317.65568192,45630178.46870904,48122492.72555675,41457475.41645616,107999360.7757478,66575458.19043361,58093478.60267091,158279870.85822222,111361010.6452268,137674353.65061778,163598073.02581558,36724444.81967858,177676309.24619374,199534901.13383752,10735169.18401263,42857801.57440152,91341134.64860784,48618351.663962,38140234.87923475,106839302.27636884,
1679,172.1331813267299,8.102743082857144,2.0,345.0,[M-2H2O+NH4]+,,1.0,102584,190.1197,0.0,13887192.102582935,15201587.930151567,7100460.239224167,14838718.303722534,12160337.805626558,22824622.41785324,10717885.85963446,21956241.718565445,14058859.897141038,8457450.90884747,9003136.010242999,10406641.929605806,56735479.28324837,18355212.58254428,10047661.397986364,40488341.7745956,46094119.70155827,47642183.71177375,38673370.783141375,32376737.840874936,72005726.93173483,160336130.85609978,113541599.95529447,18409277.579900432,40078873.72119146,132436786.2514469,28352795.459969085,38254550.72942471,82165720.84801655,3317187.288383457,11925107.453924196,32281664.93591759,8529810.67506764,7626220.95190035,6351224.595670726,
1680,370.18602445528114,5.222798457142857,2.0,156.0,[M-H2O+H]+,,3.0,52087;59539;28959,387.1903,0.0,157834937.75987688,180775330.42449072,50649174.94540881,35200117.45924053,378465003.1963068,100083645.43432488,111338222.00492464,15568238.543152345,202526326.67073232,144622509.6503175,88260713.15951522,13811519.095445927,179140206.61812472,455321342.64089274,138957971.09085903,22631934.35057615,422536836.18181306,263479288.65414512,99120034.67750108,26648980.89988273,159285714.77852958,70342554.23195921,15567395.023205973,119328690.61721714,108251762.27566808,122407385.58960646,173893602.03739947,20847286.894038096,205735130.44166324,138219915.43035886,114898789.63206305,9379090.021412652,269599293.83254254,48006008.19177318,196254028.62989852,
1681,415.24645505988855,9.70544014,2.0,,,,,,,0.0,9345652.956073847,15663956.827420546,50440076.19249457,13601131.712996148,24776601.770958927,15125664.22551332,26277701.60499854,19037463.92041081,15770738.849254485,20048977.31250769,39919586.65756845,56304891.47349125,23226260.123200506,55207060.51105844,16479242.526025962,38171236.67850185,36440827.34759072,39372796.83846458,132197955.72860534,24192630.612802774,46528535.03121834,16639607.699724086,22656938.857284654,17909178.977108445,18568807.96321556,59471026.81739765,17320490.119134035,47875952.58808156,33568679.325897776,9739907.979551766,38375832.57891196,23395867.30841767,25034534.27710833,13604398.620533545,17863067.450273976,
1682,311.1834882709888,7.279079394117646,2.0,281.0,[M+Na]+,,4.0,43560;5268;3007;1246,288.1938,45907.40410135535,10697363.59885219,4938278.405053468,14720290.943436772,19211015.01623395,4792781.951802747,8177341.595943344,20334805.46214457,9091540.12502176,6074463.100418981,6298591.286640783,5299839.73572261,15200639.48595459,3272862.5730262483,12153944.424735045,16476398.250315655,4800123.92285025,7876178.7296531135,5122848.072847286,5997897.26038269,4726746.248554493,11085895.370039605,7435304.974746742,25488129.48435513,6679329.850815757,24804964.12179799,0.0,11219687.004120054,8352831.964664265,11249361.729065644,0.0,6590129.809058082,9319281.259061668,6033836.980200931,5320197.2446129015,10097183.73283806,
1683,370.1861062840052,4.516897737142857,2.0,,,,,,,0.0,115309216.42057876,76515766.01021484,24739221.82972883,109096043.88341656,32084869.0360253,93017512.896531,106895802.35395172,11768716.115736784,24579989.352865465,101038915.69245076,86261680.07241267,62937659.03843047,86771582.94863746,15412975.53245238,152748384.0591905,95190274.35125844,18870860.693157066,34474412.30360394,23844039.26599869,97024047.8804437,106039178.789169,211945583.4660729,76957848.82675892,10593168.409374883,97405570.80938996,79202509.3553817,184231266.50412452,91119788.27907687,81066182.50643921,301058537.3923984,11474638.567712165,56327904.93523368,10767632.107247276,26820896.52438216,185491741.9160184,
1684,356.2795708469613,10.507820416666666,2.0,,,,,,,400205.92963828304,28774039.09580109,33130682.85478747,20557215.205629613,31936188.622276034,14243837.430811353,10553268.161298698,31529350.076330706,16090813.364375252,12963684.209537655,28407797.056061346,17737357.089392006,25957982.60228056,21350328.27774723,31508971.364111435,15528570.995506454,18889579.50780093,22179723.663788084,25435903.32915053,39349522.18367033,17009224.991805363,24787382.7515715,16867270.517123047,33088118.22944896,62740057.79773252,33475292.052326884,18275721.289968755,26136154.717734493,26079114.57390757,35153387.66185528,48084015.46690455,28489123.529508155,31454989.16394136,15139275.407054124,42713843.634041615,41046033.83318832,
1685,426.2121938098298,6.2304675399999985,2.0,,,,,,,0.0,312092874.0505137,213442613.74119583,11631758.361519858,228952237.22147557,22764919.37447625,108518785.64000164,12564252.688206865,307678454.98575884,247900322.80218613,46558019.83849012,23063011.914464254,23104296.891966045,64983721.52497424,289370541.04426575,199307949.86133033,39394880.66365434,17668562.535234027,260760905.10995412,430044403.29551727,15822892.591696436,191290787.3297756,17170393.353132755,174856192.13356847,30904600.63278071,216408309.6081476,9816735.35588248,56094736.69986753,16554843.66437254,46756725.87644473,46554704.36906476,16531084.81602001,142697710.80043167,18610509.029709816,243374704.0048908,301336320.0766018,
1688,384.2016752343207,5.580844497222222,2.0,,,,,,,22506.585028854413,118826834.72663118,23362698.61680753,36162490.97151157,79589106.37119383,35215501.32767852,35912230.42249273,26528925.6544988,159982933.81009188,7744212.10444349,62395190.87232594,197947954.72285664,204525489.51261687,36812106.52825659,69350611.9755765,13956498.782778734,16392356.63272732,212937224.0080036,47694149.49596766,73603407.07958691,19590480.48658572,20987963.24836317,34839149.31019205,28692967.38089848,321298943.88735217,183982139.58480543,10418297.081263514,205055796.64498177,32755077.24398089,7624535.742504885,19105480.573472306,17852870.09841612,38821171.54236787,57359176.10962419,109115703.58414865,96049874.81870691,
1689,410.3478852529375,10.645134583333332,2.0,,,,,,,741316.1801563425,23144740.503963664,36540319.58490136,34909710.29764916,1741231.1550435966,33592797.59067521,24164651.192131374,48796349.53233152,51574233.68081927,36418959.98239508,35620925.91620029,37631524.82637816,62671861.4952656,35037368.57307145,65973086.52606759,68781538.30058578,27453389.00539983,73424765.98305096,38055393.7322834,48326227.72266971,67471447.70730725,65511507.88946302,40995276.235471785,118348637.05161864,34687423.34278258,84087392.14728783,88310329.80567086,46852128.55682287,66914024.6272145,82531207.41577427,34456537.418708496,30456574.14075905,70987972.3658465,38527604.86566561,28397999.073356926,20893230.082259867,
1690,396.2015859180378,5.8632662194444425,2.0,183.0,[M-2H2O+H]+,,2.0,79876;28865,431.2163,32355.767409615397,281889043.8128605,10461778.584732074,24249495.012086265,295234362.11108184,376336294.8959133,34579880.207627274,122832778.74162759,8218083.464168884,11048840.80762874,114944543.47820088,194092313.19497624,90478897.51168424,24711376.17211582,36435073.30653453,334817138.6768802,228085823.54527265,226472211.17469692,15114427.691190084,109699046.78686659,25259118.39618071,168343903.43191254,192003498.71362585,6901457.014970994,64535132.62949702,19083750.43235096,12066085.12854861,94594259.92433326,42004099.06098822,15284538.982261505,391326774.04896486,131293676.68989016,145147244.6951519,30660935.15433669,35948700.687593944,25261884.26433821,
1691,324.1807564952386,0.6767441719444448,1.0,,,,,,,25762.474044342747,41054349.39962904,25240551.08907303,42753061.57227571,31441414.042312544,32007161.76759613,17646977.819898713,32061363.18307894,34542181.55884839,29971353.327147666,30030769.26443053,38358145.32722714,46900571.66006154,39755860.96003676,49778793.52275401,39002520.57320007,40842400.06014119,45648798.52623204,36006167.2469405,39584094.16821532,34938550.29207504,35857006.75089274,25945197.464702874,36621199.63134384,43173338.74980851,33470665.59144495,40200990.87272377,41027241.48220187,43329245.98476238,38170162.99661181,34966682.261235416,36595372.80347125,28740863.146119934,29730487.107821196,35290396.26655301,45113299.54803646,
1692,447.27486267089836,8.581676145714281,2.0,,,,,,,0.0,69113429.50190827,56952271.78657477,70103138.27975237,60737581.28283399,83433570.80005269,76760706.13378555,76033819.23406036,63212411.3568712,83738417.95116198,85129651.87075752,41712564.7675352,71249098.89443135,90094404.92179796,76216763.38078055,74856852.80747665,76359228.53850488,87584672.72980402,54323257.05588198,69662426.74981846,93475257.99711166,76766657.35530639,82752647.13136482,52098734.06599857,63951413.98024289,45742956.99459557,118524635.4303846,93139499.15891032,46832242.36042067,55101799.89551936,63070642.17601547,55627635.300362,46235178.10937598,52704672.89046197,69845707.37641081,50555239.27270846,
1693,265.1435692960954,6.3697267166666665,2.0,,,,,,,289041.11407373444,128628778.34541492,90539996.89225803,32753039.34113661,106461227.95208047,60122847.38774736,21026752.51371824,136795975.13802567,46961746.85412119,76118984.18706596,93438184.41250709,201748897.83028856,54165215.01894525,46532119.17065251,34788736.38821101,96013460.67542209,38285068.54728118,98166176.93750995,64378952.09822547,39253019.187971294,239177328.4617477,213987526.99492684,91067373.13828574,152819489.90708232,45352135.46598038,207911834.18846577,176736806.15051052,43364141.91936947,198302241.39065537,154774850.92121744,49842661.90768317,66594962.27663364,192553944.4168867,66883929.98509089,68225039.68639809,22477137.940591898,
1694,308.20673322324393,5.5400415500000015,2.0,164.0,[M+NH4]+,,3.0,2170;1189;3399,290.1732,8862.311847884834,16053669.28922208,11526895.684500048,13730027.96125248,8849333.475333368,177706.3184793734,1130631.758568099,841589.8154527923,20469883.040827706,1134196.4675384057,837484.9641342725,13782455.766667405,72699050.23400272,5971482.283190592,748726.760135998,4368789.742103228,666181.9602860671,35638039.62507223,482833.73451168474,632140.816360872,6794336.697014621,1918163.731108173,3977040.532726043,85340170.32306933,1074595.3735095914,83071370.3375625,7946791.884217057,106200463.8475436,95471414.9321492,93036595.17463924,723231.1767804843,376092.2970389976,76768215.29603769,4421951.701338895,189389.78854354602,5642884.950880844,
1696,306.3154742192814,9.677897526470588,2.0,,,,,,,0.0,70662974.5038272,69629538.01897483,79836784.38972719,70703045.26197904,87570273.25643885,143299.5009490107,97799329.51205955,149849269.9050399,118303597.44423056,92481669.82735597,92960714.52007893,179424665.36669382,505601756.3736528,357258127.4290413,15547174.515528025,113408555.17022464,362793621.32970256,309971265.05016154,398763076.82166576,103467280.14720663,301475140.46815807,0.0,149133996.78127044,284921041.8558577,156865070.47226784,440653701.1887127,212159525.06132358,193003208.94609618,178499626.66054997,282368617.98173267,135381580.23678303,223846774.47547817,104625052.87144312,130547837.62228106,84408698.0183146,
1698,428.1548252418847,4.1114782514285695,2.0,71.0,[M+Na]+,,9.0,82455;28896;1861;96435;1971;28852;43574;43579;43571,405.1642,0.0,325211364.2376712,269680075.483294,31791752.01555145,99519879.40156493,16656234.13240052,17899207.1999963,12997935.732348653,23503318.300426494,23944174.39874993,63167157.63386375,97787706.30123489,327824885.2222463,10731567.01351186,27145542.060762085,11564783.387783986,24429638.09635347,241583285.2173036,7330617.976047011,37799460.9341468,23761268.53565807,207016825.5657751,293259879.9316714,17559697.994711313,236349586.8411452,17577805.28839344,80687915.54798254,50974553.73924357,16811371.152026147,15555627.323291944,13464043.844114995,281751552.2215833,71922384.66418575,15470055.848016905,26803453.05496438,265659213.7431084,
1699,229.16223389367875,9.334740734285717,2.0,,,,,,,0.0,61586441.3640765,11559395.120316053,62395625.21573905,23635598.47381809,57089410.46553753,12626357.3524079,26530360.053505003,30858362.631943565,21996810.678962946,13842134.754163405,20765985.83474461,37480223.09992191,41539155.04185164,38036440.13061522,18525459.978020288,62580036.56200231,102228774.67865126,54944671.89722955,280520443.6582316,14226101.920964316,39958372.00309667,46624243.35378155,30782763.803618256,43660479.51105166,11387844.744569905,68883677.64079006,100539535.76986171,26287749.98875939,28141128.21195225,84777296.04939961,42135553.11292061,23055748.029697306,16201053.585362878,134859415.15824386,23727067.62272467,
1700,472.1814807101225,4.352579351428571,2.0,82.0,[M+Na]+,,2.0,76727;72342,449.1914,0.0,272998384.57290846,94557586.92738909,163439598.49327865,272319176.5524967,128853794.21646978,106913207.94429594,116365109.81937386,13626921.625226196,296265108.5989082,121317263.7304268,34918715.67756899,40657305.6310372,121856371.85397229,12927089.175659895,14915179.18956072,35732386.020896204,8687904.086231988,12463971.872515362,33142494.80726329,80394089.38866302,22548817.51013088,16160682.380829085,105250573.01242264,21381017.381691128,150591061.64639404,8298465.262696456,40236993.62762179,15061942.901672892,17398670.82408605,297356206.6862097,30031271.104724914,124361667.66515929,7737336.690308947,24469380.57923701,348499723.3522666,
1701,400.23295619949823,9.085174527777776,2.0,,,,,,,10187.933768280756,23246507.0663147,18147679.521907907,23768715.533116113,25587132.256748103,9453530.619032692,22384561.73861087,71002770.52058332,16603323.18704767,57694752.05503503,55022493.09927055,24257228.00579835,14084977.183221562,14895673.407947345,2680787.244291148,38334200.36125137,12097847.29698836,17308029.033061814,8641976.470306378,11976580.181534935,20065698.455427434,17011357.2425254,18481337.138630927,21784701.05291048,14575942.533152657,26698226.940427747,11597160.845936898,8121531.288103119,1732095.9747682447,25708632.36684239,2711841.9339286783,13139681.50445779,33651095.489098795,8945385.717442842,13080728.916554207,24585262.44557719,
1702,267.1802114749612,3.830107616666666,2.0,,,,,,,410369.0417201032,45446235.56816813,7083368.823716996,41356632.44935139,6706338.757569371,56238641.87196703,45265792.40320037,63385778.56267697,42715930.99801086,44078020.65412527,17395205.025100283,45130822.42392049,42791376.33709311,12480211.831453886,49785609.40075561,16588636.71878459,11084579.679218972,84656350.20583752,10270873.251636082,48280112.75881694,8275368.467691341,12194280.03950043,41869636.91659921,5566291.057731733,74279024.25816977,53832936.15584302,56981660.88202671,60088253.02226014,5253966.27995139,6682809.5388873825,29625559.60442777,55610194.34093723,5650641.253916989,9096090.838649992,51339870.25009371,69036431.8947589,
1703,454.2069213292506,5.325571745714286,2.0,,,,,,,0.0,254186746.46857062,99926661.89018336,12034446.639201015,15561349.87147865,201649031.99878612,428864639.71757305,12055700.022278393,101427537.71704563,21960880.790992588,201845791.6909039,63543088.49605651,21182137.75822424,151321767.35375953,162878267.30595452,61809498.94967596,98216144.22357456,341137436.66599953,14375051.917599678,224857135.89232504,72977877.99190818,10151991.12603748,37290770.91043944,65770346.08188527,37482231.23876019,185196903.50428808,18401111.745888114,287279580.98918885,259954146.38928184,148998274.87327677,138522526.8127723,24419250.231741004,92820146.3260396,16202659.01937829,229868448.34209067,28273507.41900589,
1704,442.2952078574317,9.44030922,2.0,,,,,,,0.0,8789945.292436032,5588406.2327930825,12220384.91202052,10531004.030981964,6424732.143615288,4719987.727582389,5814132.3554224875,9668228.499840332,6732170.054278867,9303204.486271972,7747322.313048623,4073538.6455503493,5596246.080380339,1667640.8158256297,8064263.440028627,5545980.022591359,4266683.32239324,7599287.202310476,4473253.6427894905,7027488.278156575,8273393.9595460165,2494965.4965129164,5459246.416454646,275584.18951983016,6994038.57938848,9244616.13303802,1554835.881138006,5113676.42317178,1772209.5069386584,2153082.555504859,13427196.27400976,4676091.337859372,8437025.786805313,13652799.87488533,10965453.16254833,
1705,372.1652598897022,4.845222242857143,2.0,,,,,,,0.0,267367653.369112,40463467.368953176,55789571.65840579,88864376.21760228,254556803.8807965,86702345.20120056,17109510.123787608,35555659.25471472,71395370.84507471,55168781.3796839,251784014.59673375,92756131.32718883,80044695.95945464,28564339.82352306,230919751.4924819,32293392.20859828,82257217.70905803,107195438.75746512,91340534.55645075,60354068.56747986,36723715.99935301,102557623.42917538,63486631.48359484,311493079.28828883,70417537.31538156,56183695.59214124,87568990.96920303,191667372.337794,215282923.66899985,55930687.89759979,46163293.74895127,10863486.555468807,22200189.382182825,144884257.0468545,82363738.80255677,
1707,358.1495903755585,4.0617987714285695,2.0,,,,,,,0.0,126213529.65644282,146592755.9733353,69286680.20167197,17139878.32910178,26203828.99670472,24322277.53964253,179844249.48329887,38821732.593467176,10821588.889953418,20618332.560558748,13391409.22609878,37023816.324851945,16517291.966456285,15623110.794815993,10207880.395524014,228779155.86039189,30941214.00061413,14781813.134430692,23919636.88749228,12409020.56066928,10544469.32718368,22015422.961919174,19451214.121451955,21416760.99591522,13243608.884826768,10971592.12850661,139056436.64338008,64148866.89122477,5916067.175756212,30861130.37085605,6903829.006452021,7133826.47623577,9083665.762530696,31367166.555826426,13763726.48684262,
1708,430.2285233237905,4.5256462388888865,2.0,,,,,,,209970.75015098194,16960557.94576496,134599130.18345895,21624402.892500315,87641188.76002924,102884604.07840042,110560226.10805953,90300494.44918944,33433987.89286072,63287704.28950729,168827973.76484412,78581793.29241021,5076254.178189313,63500934.9152244,30481635.06377357,169150214.1004008,92955445.07020149,36270217.14105272,61683496.77398858,38673797.56982829,280324715.1865478,62113145.59039016,72136978.69150637,120373490.393187,79350351.30060582,99190413.97723122,75382943.28640607,19935438.19013375,84986649.13792427,170704395.34980848,10266478.68024655,28805152.37804083,269045578.4594253,69397730.53269258,41925386.50515726,88473847.4975143,
1709,416.15513959039055,3.62758646,2.0,,,,,,,0.0,259372476.81569412,28970992.71299249,273222922.9029746,285611865.79044354,17564463.775163285,46769025.27793804,18229017.802499928,109702053.88700774,51856811.66167425,272174366.50132585,8723168.10325134,318117867.675439,25671769.37612257,14039707.803098265,48463637.64528456,26300364.682470717,359029271.27108383,26899501.63017973,19375242.69686028,146930320.436544,17699721.115009487,20602834.818780728,332125333.34429884,65952881.20324273,22672119.093993776,15100942.999732515,377039466.6287674,29937153.31803231,13585837.63142322,46872948.99956854,74553503.20906729,15242068.993715992,35880047.29333947,99889564.93470672,21323146.50909969,
1710,508.66030978626685,6.273252475000001,2.0,,,,,,,9158446.8630702,8556927.579461962,24050206.2722389,11364916.49103178,15150375.85565894,13394415.825370895,36249189.19354045,10049032.267256962,12702104.233410235,14661647.134496385,18712213.69454083,11191161.621405868,8920450.664790118,11536573.867673405,20032330.64936733,14068162.682595454,11391815.89213252,8771111.513048617,11520903.09465453,17723778.24039882,18064837.076155614,15544544.643273914,37884130.89063198,15834660.37763634,13600415.577444447,12803647.236549327,25801246.27231676,21258367.313946534,11489949.952792086,15265284.972524453,12867771.191890715,8723899.483248595,9638392.873464003,14653300.603738638,10758651.86981572,30944248.26391409,
