"","max_blanks","mean_samples","flag"
"44853_506.4337_10.9356_-1_N/A_NA_no matches_no matches_no matches_no matches",24886.48,0,1
"44854_506.4404_10.9229_-1_N/A_NA_no matches_no matches_no matches_no matches",34394.62,1710.12991666667,1
"44855_506.4415_12.0316_-1_N/A_NA_no matches_no matches_no matches_no matches",39110.03,229.194,1
"44856_506.4417_12.539_526_N/A_NA_no matches_no matches_no matches_no matches",197336,652.775,1
"44857_506.4566_13.0572_-1_N/A_NA_no matches_no matches_no matches_no matches",23172.19,7900.68147222222,1
"44858_506.457_12.6554_-1_N/A_NA_no matches_no matches_no matches_no matches",30835.63,13049.4587777778,1
"44860_506.8251_6.7032_-1_N/A_NA_no matches_no matches_no matches_no matches",125471,25447.1758055556,1
"44866_507.0756_6.7036_-1_N/A_NA_no matches_no matches_no matches_no matches",119328.8,25461.3542222222,1
"44867_507.1847_8.0949_-1_N/A_NA_no matches_no matches_no matches_no matches",20725.07,1953.74497222222,1
"44870_507.2278_10.1791_1176_Asperphenamate_120258_Asperphenamate_120258_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",979260.9,25880.4580555556,1
"44874_507.2789_5.2849_4713_N/A_NA_no matches_no matches_no matches_no matches",7103640,38320.5378055556,1
"44875_507.279_5.2169_4713_N/A_NA_no matches_no matches_no matches_no matches",3944266,25138.0914444444,1
"44876_507.2935_10.4516_360_(2R,3S,4S,5S,6R)-2-[[7-hydroxy-4-[(Z)-5-hydroxy-3-methylpent-3-enyl]-4a,8,8-trimethyl-3-methylidene-2,4,5,6,7,8a-hexahydro-1H-naphthalen-2-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol_(2R,3S,4S,5S,6R)-2-[[7-hydroxy-4-[(Z)-5-hydroxy-3-methylpent-3-enyl]-4a,8,8-trimethyl-3-methylidene-2,4,5,6,7,8a-hexahydro-1H-naphthalen-2-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates",976464.1,58199.7740833333,1
"44877_507.3166_4.4781_1156_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diphenylethers",47157.98,3848.38508333333,1
"44879_507.3655_12.3571_-1_N/A_NA_no matches_no matches_no matches_no matches",72457.05,0,1
"44880_507.3684_10.0954_77_N/A_NA_no matches_no matches_no matches_no matches",23752380,10520.1733888889,1
"44881_507.3686_9.8375_-1_N/A_NA_no matches_no matches_no matches_no matches",133964.9,28812.2972222222,1
"44882_507.3687_10.2974_-1_N/A_NA_no matches_no matches_no matches_no matches",2125402,6926.82802777778,1
"44883_507.3688_10.7636_-1_N/A_NA_no matches_no matches_no matches_no matches",1139671,15814.3708388889,1
"44884_507.4155_11.151_-1_N/A_NA_no matches_no matches_no matches_no matches",4960.688,0,1
"44885_507.4156_11.5681_-1_N/A_NA_no matches_no matches_no matches_no matches",9807.26,0,1
"44886_507.4158_11.3148_717_N/A_NA_no matches_no matches_no matches_no matches",4960.688,0,1
"44887_507.4523_12.0624_-1_N/A_NA_no matches_no matches_no matches_no matches",24490.23,0,1
"44888_507.4523_11.4748_417_N/A_NA_no matches_no matches_no matches_no matches",775572.6,20454.8743888889,1
"44891_508.1785_3.9315_394_N/A_NA_no matches_no matches_no matches_no matches",12188.67,0,1
"44894_508.1818_7.4389_1221_N/A_NA_no matches_no matches_no matches_no matches",22827.1,1462.395,1
"44896_508.182_7.5206_1221_N/A_NA_no matches_no matches_no matches_no matches",19835.13,917.681444444444,1
"44897_508.1857_9.66_7716_N/A_NA_no matches_no matches_no matches_no matches",2366.661,1195.26080555556,1
"44910_508.2374_7.0284_469_N/A_NA_no matches_no matches_no matches_no matches",58998.2,1881.60844444444,1
"44911_508.2379_7.3232_14429_N/A_NA_no matches_no matches_no matches_no matches",3306890,6572.25136111111,1
"44934_508.271_10.2588_-1_N/A_NA_no matches_no matches_no matches_no matches",28279.36,8688.66969444444,1
"44935_508.274_9.6248_784_N/A_NA_no matches_no matches_no matches_no matches",54154.86,27726.5657222222,1
"44936_508.2741_7.9551_-1_N/A_NA_no matches_no matches_no matches_no matches",350777,9196.20202777778,1
"44937_508.2743_8.2074_-1_N/A_NA_no matches_no matches_no matches_no matches",980054.4,1796.56797222222,1
"44938_508.2746_8.6358_17352_N/A_NA_no matches_no matches_no matches_no matches",47895.53,36331.0758611111,1
"44939_508.2746_9.1417_-1_N/A_NA_no matches_no matches_no matches_no matches",79725.88,39674.045,1
"44940_508.2747_9.0704_5205_N/A_NA_no matches_no matches_no matches_no matches",25910.07,19443.9293333333,1
"44954_508.2907_9.3265_9616_N/A_NA_no matches_no matches_no matches_no matches",34186.69,66397.7441666667,1
"44957_508.2908_8.9255_5205_N/A_NA_no matches_no matches_no matches_no matches",57064.39,66635.4025,1
"44964_508.2909_10.3601_5066_N/A_NA_no matches_no matches_no matches_no matches",26435.9,18421.6163333333,1
"44966_508.2909_9.2167_9616_N/A_NA_no matches_no matches_no matches_no matches",40765.2,70612.5419444444,1
"44969_508.299_4.9567_1156_CCG-208350_CCG-208350_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diphenylethers",145502.8,0,1
"44970_508.3057_10.3852_11625_N/A_NA_no matches_no matches_no matches_no matches",98453.38,1981.49372222222,1
"44971_508.309_10.5599_4695_N/A_NA_no matches_no matches_no matches_no matches",31461.81,1596.1035,1
"44972_508.3098_7.2403_14429_N/A_NA_no matches_no matches_no matches_no matches",214710.1,164.911111111111,1
"44973_508.3099_7.0455_469_N/A_NA_no matches_no matches_no matches_no matches",808258.5,3095.11158333333,1
"44974_508.3102_7.5598_-1_N/A_NA_no matches_no matches_no matches_no matches",127739.4,525.430888888889,1
"44975_508.3102_9.6899_-1_N/A_NA_no matches_no matches_no matches_no matches",1607434,9211.87508333333,1
"44976_508.3103_8.4851_-1_N/A_NA_no matches_no matches_no matches_no matches",747273.8,10809.6702777778,1
"44977_508.3107_9.0752_2568_N/A_NA_no matches_no matches_no matches_no matches",2154566,15936.8047222222,1
"44978_508.3107_8.9523_2568_N/A_NA_no matches_no matches_no matches_no matches",285966.7,8702.89708333333,1
"44979_508.3108_8.7944_-1_N/A_NA_no matches_no matches_no matches_no matches",111082.7,10749.5255555556,1
"44980_508.3113_8.1636_-1_N/A_NA_no matches_no matches_no matches_no matches",143994100,2248098.665,1
"44981_508.312_6.3835_-1_N/A_NA_no matches_no matches_no matches_no matches",261711.5,6904.33927777778,1
"44982_508.3241_7.4297_2516_N/A_NA_no matches_no matches_no matches_no matches",549493.8,325748.704444444,1
"44983_508.3258_7.2241_1513_N/A_NA_no matches_no matches_no matches_no matches",39739.66,18549.4166944444,1
"44984_508.3262_6.256_-1_N/A_NA_no matches_no matches_no matches_no matches",2319515,431829.583611111,1
"44986_508.3267_6.205_3541_N/A_NA_no matches_no matches_no matches_no matches",4961008,530572.803333333,1
"44987_508.3267_6.4407_-1_N/A_NA_no matches_no matches_no matches_no matches",20388.43,27056.4533888889,1
"44990_508.3269_10.1659_6149_N/A_NA_no matches_no matches_no matches_no matches",73866.39,65560.2569444444,1
"44992_508.3269_10.0054_15742_N/A_NA_no matches_no matches_no matches_no matches",50143.19,61596.8308333333,1
"44993_508.3269_10.3241_12338_N/A_NA_no matches_no matches_no matches_no matches",59937.75,82868.2308333333,1
"44995_508.327_10.4263_5066_N/A_NA_no matches_no matches_no matches_no matches",24706.73,41740.3433333333,1
"44997_508.327_10.7956_6917_N/A_NA_no matches_no matches_no matches_no matches",20235.29,26641.2727777778,1
"44998_508.327_10.6808_10384_N/A_NA_no matches_no matches_no matches_no matches",23892.98,30979.1645277778,1
"45001_508.3271_6.1369_3541_N/A_NA_no matches_no matches_no matches_no matches",1925716,167105.993138889,1
"45007_508.3432_10.1627_-1_PC(17:1/0:0); [M+H]+ C25H51N1O7P1_PC(17:1/0:0); [M+H]+ C25H51N1O7P1_no matches_no matches_no matches_no matches",1913.05,894.309083333333,1
"45008_508.347_10.2727_932_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Eicosanoids",15885.06,4468.16911111111,1
"45011_508.3631_10.6359_10384_N/A_NA_no matches_no matches_no matches_no matches",119710.2,59808.895,1
"45012_508.3632_10.1186_8546_N/A_NA_no matches_no matches_no matches_no matches",27741.04,23880.5624722222,1
"45013_508.3632_10.2642_8546_N/A_NA_no matches_no matches_no matches_no matches",102330.9,44614.3746111111,1
"45014_508.3632_10.3586_11625_N/A_NA_no matches_no matches_no matches_no matches",528678.7,52403.3188888889,1
"45015_508.3632_10.4781_11625_N/A_NA_no matches_no matches_no matches_no matches",462143.1,71819.7363888889,1
"45016_508.3632_10.8168_4597_N/A_NA_no matches_no matches_no matches_no matches",62962.06,48619.3821666667,1
"45017_508.3632_11.257_15020_N/A_NA_no matches_no matches_no matches_no matches",17842.41,1980.46555555556,1
"45018_508.3633_10.9231_6917_N/A_NA_no matches_no matches_no matches_no matches",48485.67,26327.9990833333,1
"45019_508.3633_11.1956_11441_N/A_NA_no matches_no matches_no matches_no matches",38829.74,4774.66288888889,1
"45021_508.3633_11.1373_11441_N/A_NA_no matches_no matches_no matches_no matches",38440.56,6835.8295,1
"45025_508.3802_10.0728_15742_N/A_NA_no matches_no matches_no matches_no matches",6504.214,6442.79225,1
"45026_508.3832_11.0078_6917_N/A_NA_no matches_no matches_no matches_no matches",63480.4,899.834513888889,1
"45027_508.3834_10.7685_10384_N/A_NA_no matches_no matches_no matches_no matches",23919.4,499.311194444444,1
"45028_508.3834_9.8242_303_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Carbonyl compounds",72234.83,104139.354444444,1
"45029_508.384_11.3498_15020_N/A_NA_no matches_no matches_no matches_no matches",2563.434,710.643277777778,1
"45031_508.3999_10.8831_6917_N/A_NA_no matches_no matches_no matches_no matches",71151.29,6245.57288888889,1
"45032_508.4_11.0384_-1_N/A_NA_no matches_no matches_no matches_no matches",55517.69,4775.69238888889,1
"45033_508.4_11.2207_9936_N/A_NA_no matches_no matches_no matches_no matches",62902.21,391.400555555556,1
"45034_508.4001_11.4068_9936_N/A_NA_no matches_no matches_no matches_no matches",78770.59,427.954944444444,1
"45035_508.4001_11.1291_-1_N/A_NA_no matches_no matches_no matches_no matches",108071.4,1898.91333333333,1
"45036_508.4196_11.2953_4192_N/A_NA_no matches_no matches_no matches_no matches",279350.5,197.861583333333,1
"45037_508.4361_12.4352_777_N/A_NA_no matches_no matches_no matches_no matches",3550.749,0,1
"45038_508.4361_12.3681_777_N/A_NA_no matches_no matches_no matches_no matches",9994.407,0,1
"45040_508.451_10.6905_4597_N/A_NA_no matches_no matches_no matches_no matches",16677.82,586.198055555556,1
"45041_508.4573_12.7874_-1_N/A_NA_no matches_no matches_no matches_no matches",7569.037,3528.88883333333,1
"45042_508.6604_6.2713_2983_N/A_NA_no matches_no matches_no matches_no matches",3721181,247213.115833333,1
"45043_509.1828_8.2452_1430_N/A_NA_no matches_no matches_no matches_no matches",8676.12,122.0565,1
"45045_509.22_4.3097_2667_N/A_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_Carbonyl compounds",3845154,37944.1017777778,1
"45046_509.2346_10.163_13502_N/A_NA_Organic compounds_Lignans, neolignans and related compounds_NA_NA",71397.7,13414.6824166667,1
"45055_509.2731_9.9486_-1_N/A_NA_no matches_no matches_no matches_no matches",229072,5182.71502777778,1
"45056_509.2739_9.6927_2402_N/A_NA_no matches_no matches_no matches_no matches",8285.249,9040.68236111111,1
"45057_509.274_9.5242_508_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Quinone and hydroquinone lipids",8631.456,11380.5136388889,1
"45058_509.2933_5.153_1795_N/A_NA_no matches_no matches_no matches_no matches",179086.8,124312.707222222,1
"45059_509.303_10.5127_7528_N/A_NA_no matches_no matches_no matches_no matches",42847.35,202.553722222222,1
"45060_509.3097_10.265_627_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates",24665.72,8037.70019444444,1
"45061_509.3114_8.9433_7297_N/A_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",54353.72,7937.29258333333,1
"45062_509.3116_6.6792_1860_N/A_NA_no matches_no matches_no matches_no matches",96469.7,48183.8180555556,1
"45063_509.3289_7.4579_9774_N/A_NA_no matches_no matches_no matches_no matches",197255,94397.6972222222,1
"45064_509.3562_7.4329_9774_N/A_NA_no matches_no matches_no matches_no matches",228284.5,422.249222222222,1
"45067_509.4314_11.0236_1716_N/A_NA_no matches_no matches_no matches_no matches",135554.2,855.967083333333,1
"45068_509.4316_11.5867_1746_N/A_NA_no matches_no matches_no matches_no matches",14046.76,0,1
"45069_509.4315_7.1295_3054_N/A_NA_no matches_no matches_no matches_no matches",48297.19,75.0307222222222,1
"45070_509.4315_7.259_3054_N/A_NA_no matches_no matches_no matches_no matches",59493.73,0,1
"45071_509.4316_6.6763_4209_N/A_NA_no matches_no matches_no matches_no matches",7981.958,0,1
"45072_509.4316_11.4009_1746_N/A_NA_no matches_no matches_no matches_no matches",46692.86,133.347611111111,1
"45081_509.468_11.8403_417_N/A_NA_no matches_no matches_no matches_no matches",2319193,94095.1381944444,1
"45083_509.5044_12.1536_430_N/A_NA_no matches_no matches_no matches_no matches",33738.85,5175.3785,1
"45085_509.8857_5.7494_113_N/A_NA_no matches_no matches_no matches_no matches",611299.3,27773.9781388889,1
"45100_510.235_9.7005_-1_N/A_NA_no matches_no matches_no matches_no matches",22970.2,8428.97394444444,1
"45104_510.2525_7.3131_12866_N/A_NA_no matches_no matches_no matches_no matches",73466.53,1966.87330555556,1
"45119_510.2891_7.2688_5681_N/A_NA_no matches_no matches_no matches_no matches",199304.7,1558.34422222222,1
"45120_510.2891_6.9728_1188_N/A_NA_no matches_no matches_no matches_no matches",190015.4,4910.01747222222,1
"45122_510.3061_10.4179_185_N/A_NA_no matches_no matches_no matches_no matches",30747.28,17120.6377222222,1
"45125_510.3063_9.8365_-1_N/A_NA_no matches_no matches_no matches_no matches",130544.7,98697.6497222222,1
"45127_510.3064_9.9465_1316_N/A_NA_no matches_no matches_no matches_no matches",27994.52,49736.4019444444,1
"45129_510.3064_8.722_-1_N/A_NA_no matches_no matches_no matches_no matches",76868.41,63072.7941666667,1
"45131_510.3064_7.1782_2306_N/A_NA_no matches_no matches_no matches_no matches",64794.07,37892.1180555556,1
"45134_510.3065_8.5647_606_N/A_NA_no matches_no matches_no matches_no matches",139293,84184.5030555556,1
"45135_510.3065_8.0989_-1_N/A_NA_no matches_no matches_no matches_no matches",65655.83,63918.5775,1
"45136_510.3065_7.2717_2306_N/A_NA_no matches_no matches_no matches_no matches",48399.58,37042.7155555556,1
"45138_510.3065_7.3989_2306_N/A_NA_no matches_no matches_no matches_no matches",61121.91,44046.7663888889,1
"45140_510.3066_7.7644_11675_N/A_NA_no matches_no matches_no matches_no matches",226362.8,63279.2925,1
"45141_510.3066_8.4256_606_N/A_NA_no matches_no matches_no matches_no matches",51371.98,82454.1080555556,1
"45142_510.3205_6.1945_7830_N/A_NA_no matches_no matches_no matches_no matches",92023.91,16854.2139166667,1
"45143_510.3209_6.4275_5172_N/A_NA_no matches_no matches_no matches_no matches",129567.9,47085.3872222222,1
"45144_510.3221_10.883_2121_N/A_NA_no matches_no matches_no matches_no matches",5544.467,2666.44225,1
"45145_510.3225_10.7467_3190_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Glycerolipids_Monoradylglycerols",5573.559,3479.21313888889,1
"45146_510.3397_6.3808_759_N/A_NA_no matches_no matches_no matches_no matches",20203.83,12583.3649166667,1
"45147_510.3423_10.9673_11847_N/A_NA_no matches_no matches_no matches_no matches",52512.36,5073.32491666667,1
"45148_510.3424_10.8246_11847_N/A_NA_no matches_no matches_no matches_no matches",26357.88,28596.8652222222,1
"45149_510.3426_10.7156_11847_N/A_NA_no matches_no matches_no matches_no matches",20318.11,23904.3838333333,1
"45150_510.3426_9.8514_43_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Glycerophospholipids_Glycerophosphocholines",30315.05,39209.2180555556,1
"45151_510.3426_10.582_13289_N/A_NA_no matches_no matches_no matches_no matches",51301.46,58719.94,1
"45152_510.3426_9.774_1316_N/A_NA_no matches_no matches_no matches_no matches",140052.5,59238.6577777778,1
"45153_510.3426_10.3737_2077_N/A_NA_no matches_no matches_no matches_no matches",81001.63,73466.5925,1
"45154_510.3426_9.941_1316_N/A_NA_no matches_no matches_no matches_no matches",51830,63874.1711111111,1
"45159_510.3427_10.0841_2077_N/A_NA_no matches_no matches_no matches_no matches",38648.21,54291.8191666667,1
"45160_510.3427_10.2082_2077_N/A_NA_no matches_no matches_no matches_no matches",107345.6,72656.2638888889,1
"45164_510.3596_10.4632_-1_Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14_Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14_no matches_no matches_no matches_no matches",4340.565,1458.89497222222,1
"45165_510.3617_10.688_3190_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Glycerolipids_Monoradylglycerols",7762.684,8210.23152777778,1
"45167_510.3632_10.3485_185_N/A_NA_no matches_no matches_no matches_no matches",142684.6,62368.62325,1
"45170_510.3787_10.2696_2077_N/A_NA_no matches_no matches_no matches_no matches",38332.08,9322.67038888889,1
"45171_510.3789_10.4885_2077_N/A_NA_no matches_no matches_no matches_no matches",58410.54,18150.6426944444,1
"45172_510.379_10.6066_13289_N/A_NA_no matches_no matches_no matches_no matches",87301.08,23677.8024166667,1
"45173_510.379_10.8638_-1_N/A_NA_no matches_no matches_no matches_no matches",117211.6,33860.4917777778,1
"45174_510.379_11.0283_7848_N/A_NA_no matches_no matches_no matches_no matches",94249.76,15715.9266944444,1
"45175_510.3791_11.1845_-1_N/A_NA_no matches_no matches_no matches_no matches",67170.61,6533.68075,1
"45176_510.3791_10.7467_-1_N/A_NA_no matches_no matches_no matches_no matches",106057.3,32097.3753333333,1
"45177_510.3908_8.7564_-1_N/A_NA_no matches_no matches_no matches_no matches",15387,0,1
"45182_510.3993_10.6935_-1_N/A_NA_no matches_no matches_no matches_no matches",125672.1,74943.4122222222,1
"45184_510.3999_11.1289_2121_N/A_NA_no matches_no matches_no matches_no matches",390852.9,328687.9625,1
"45188_510.4002_7.6507_203_N/A_NA_no matches_no matches_no matches_no matches",8067.567,0,1
"45190_510.4157_11.6288_-1_N/A_NA_no matches_no matches_no matches_no matches",15110.45,65.7858333333333,1
"45191_510.4157_11.4175_1373_N/A_NA_no matches_no matches_no matches_no matches",20753.44,6093.59019444444,1
"45192_510.4157_11.3176_-1_N/A_NA_no matches_no matches_no matches_no matches",29120.34,870.778083333333,1
"45193_510.4361_10.963_6372_N/A_NA_no matches_no matches_no matches_no matches",506049.1,77790.6852777778,1
"45194_510.4362_11.5642_-1_N/A_NA_no matches_no matches_no matches_no matches",145684,1981.05475,1
"45195_510.4362_11.1216_6372_N/A_NA_no matches_no matches_no matches_no matches",586467.9,50663.6623333333,1
"45196_510.4362_11.0662_-1_N/A_NA_no matches_no matches_no matches_no matches",498469.9,56750.8195833333,1
"45197_510.4365_11.6783_-1_N/A_NA_no matches_no matches_no matches_no matches",45886.15,20516.2966111111,1
"45198_510.4632_11.047_-1_N/A_NA_no matches_no matches_no matches_no matches",131466.8,338.841805555556,1
"45200_511.1799_8.2436_-1_N/A_NA_no matches_no matches_no matches_no matches",12597.09,149.204777777778,1
"45203_511.2509_9.8841_9253_N/A_NA_no matches_no matches_no matches_no matches",62741.43,4076.06411111111,1
"45204_511.2884_9.9928_508_Apicidin_Apicidin_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Quinone and hydroquinone lipids",7991.573,3824.69961111111,1
"45205_511.2892_9.7687_9253_N/A_NA_no matches_no matches_no matches_no matches",4426.704,6151.95422222222,1
"45209_511.3078_9.8257_2278_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Glycerophospholipids_Glycerophosphoethanolamines",28105.72,21934.2850277778,1
"45210_511.3094_5.704_-1_N/A_NA_no matches_no matches_no matches_no matches",21915.03,5934.10015555556,1
"45211_511.3139_8.6093_397_N/A_NA_Organic compounds_Organic acids and derivatives_Organic carbonic acids and derivatives_Ureas",111568.1,26375.7304166667,1
"45212_511.3163_8.0393_1430_N/A_NA_no matches_no matches_no matches_no matches",217788.6,88999.5611111111,1
"45213_511.3167_8.2243_1430_N/A_NA_no matches_no matches_no matches_no matches",1615494,214164.745277778,1
"45214_511.319_11.9585_6846_N/A_NA_no matches_no matches_no matches_no matches",692256.4,0,1
"45215_511.319_12.0385_6846_N/A_NA_no matches_no matches_no matches_no matches",110544.6,0,1
"45216_511.3273_6.1547_3502_N/A_NA_no matches_no matches_no matches_no matches",74686.44,64604.7394444444,1
"45217_511.3274_5.4887_5242_N/A_NA_no matches_no matches_no matches_no matches",13941710,35007.1645,1
"45218_511.3276_5.5991_5242_N/A_NA_no matches_no matches_no matches_no matches",20236910,4474232.98555556,1
"45219_511.3376_7.5238_1730_N/A_NA_no matches_no matches_no matches_no matches",387697.5,182.129055555556,1
"45220_511.3378_7.3983_1730_N/A_NA_no matches_no matches_no matches_no matches",557874.7,0,1
"45221_511.3744_9.396_1138_N/A_NA_no matches_no matches_no matches_no matches",16455.1,0,1
"45222_511.3748_9.6176_1873_N/A_NA_no matches_no matches_no matches_no matches",8926.235,0,1
"45226_511.4468_11.2351_-1_N/A_NA_no matches_no matches_no matches_no matches",94278.31,13737.3722222222,1
"45227_511.447_11.3105_1716_N/A_NA_no matches_no matches_no matches_no matches",416072.5,18117.8724722222,1
"45228_511.447_11.7608_-1_N/A_NA_no matches_no matches_no matches_no matches",22501.8,566.630805555556,1
"45229_511.4472_11.3718_1716_N/A_NA_no matches_no matches_no matches_no matches",201392.5,8720.67733333333,1
"45230_511.8816_10.9584_4864_N/A_NA_no matches_no matches_no matches_no matches",25034.62,27097.32855,1
"45241_512.1867_10.3161_1457_N/A_NA_no matches_no matches_no matches_no matches",49192.43,30007.9700277778,1
"45242_512.1867_10.2226_1457_N/A_NA_no matches_no matches_no matches_no matches",57559.12,37501.853,1
"45243_512.1867_10.0579_1349_N/A_NA_no matches_no matches_no matches_no matches",60277.04,5772.63530555556,1
"45244_512.1867_9.7534_15959_N/A_NA_no matches_no matches_no matches_no matches",63445.89,633.121277777778,1
"45245_512.1868_9.9577_1349_N/A_NA_no matches_no matches_no matches_no matches",36953.62,2335.49430555556,1
"45246_512.1868_10.503_1457_N/A_NA_no matches_no matches_no matches_no matches",20166.09,5765.88544444444,1
"45247_512.1868_10.6582_1457_N/A_NA_no matches_no matches_no matches_no matches",2076.224,3504.94766666667,1
"45259_512.2176_9.8549_-1_N/A_NA_no matches_no matches_no matches_no matches",154522.9,108562.661555556,1
"45260_512.2329_3.2636_2118_N/A_NA_no matches_no matches_no matches_no matches",4600938,4794.53922222222,1
"45261_512.2331_9.563_1783_N/A_NA_no matches_no matches_no matches_no matches",444126.3,20774.24175,1
"45262_512.2344_3.6599_2118_N/A_NA_no matches_no matches_no matches_no matches",7348842,33446.7924166667,1
"45263_512.2345_0.673_2118_N/A_NA_no matches_no matches_no matches_no matches",669154,5787.93827777778,1
"45279_512.2852_10.55_-1_N/A_NA_no matches_no matches_no matches_no matches",16225.64,8668.62218333333,1
"45280_512.2855_9.7077_3461_N/A_NA_no matches_no matches_no matches_no matches",22898.5,42939.9797222222,1
"45281_512.2856_9.6574_1783_N/A_NA_no matches_no matches_no matches_no matches",29576.78,43826.9613888889,1
"45282_512.2856_9.4569_9735_N/A_NA_no matches_no matches_no matches_no matches",29576.78,36581.5702777778,1
"45283_512.2857_9.9768_1349_N/A_NA_no matches_no matches_no matches_no matches",167407.9,68296.9122222222,1
"45284_512.2857_9.1551_9735_N/A_NA_no matches_no matches_no matches_no matches",51634.64,39305.0002777778,1
"45288_512.2858_8.8251_-1_N/A_NA_no matches_no matches_no matches_no matches",26865.94,39867.0944444444,1
"45304_512.2948_12.0126_-1_N/A_NA_no matches_no matches_no matches_no matches",134741.7,0,1
"45305_512.3017_10.5916_14620_N/A_NA_no matches_no matches_no matches_no matches",9769.897,5854.35483333333,1
"45306_512.3019_10.4732_-1_N/A_NA_no matches_no matches_no matches_no matches",9769.897,8478.05186111111,1
"45307_512.3025_10.3203_9937_N/A_NA_no matches_no matches_no matches_no matches",7052.677,8195.82113888889,1
"45309_512.3051_7.0407_7268_N/A_NA_no matches_no matches_no matches_no matches",171358.5,27173.3839444444,1
"45310_512.3212_10.6987_3102_N/A_NA_no matches_no matches_no matches_no matches",7176.824,6054.62130555556,1
"45311_512.3214_10.6009_6517_N/A_NA_no matches_no matches_no matches_no matches",8849.635,10360.9716944444,1
"45312_512.3216_10.4637_9937_N/A_NA_no matches_no matches_no matches_no matches",22763.61,19156.0434166667,1
"45313_512.3218_10.3268_2514_N/A_NA_no matches_no matches_no matches_no matches",46382.33,30927.9472222222,1
"45314_512.3218_10.2397_2514_N/A_NA_no matches_no matches_no matches_no matches",46382.33,32147.9722222222,1
"45315_512.3219_7.8937_4203_N/A_NA_no matches_no matches_no matches_no matches",12775.43,23743.2155555556,1
"45316_512.3219_10.149_2514_N/A_NA_no matches_no matches_no matches_no matches",96709.19,65283.5181111111,1
"45317_512.3219_9.7192_-1_N/A_NA_no matches_no matches_no matches_no matches",33246.07,53898.3563888889,1
"45319_512.322_8.2757_-1_N/A_NA_no matches_no matches_no matches_no matches",217194.2,74332.6041666667,1
"45320_512.322_10.0348_1349_N/A_NA_no matches_no matches_no matches_no matches",59343.23,57689.3753611111,1
"45321_512.322_9.5241_2783_N/A_NA_no matches_no matches_no matches_no matches",19260.01,38222.1947222222,1
"45325_512.322_9.946_14933_N/A_NA_no matches_no matches_no matches_no matches",24579,41141.0325,1
"45328_512.322_8.6894_-1_N/A_NA_no matches_no matches_no matches_no matches",68568.32,57432.5030555556,1
"45332_512.3223_7.3854_-1_N/A_NA_no matches_no matches_no matches_no matches",17877.46,25911.3227777778,1
"45333_512.3224_7.041_8467_N/A_NA_no matches_no matches_no matches_no matches",10666.4,20849.1794166667,1
"45334_512.3381_10.8302_-1_N/A_NA_no matches_no matches_no matches_no matches",12746.57,6187.79925,1
"45337_512.3415_8.1305_-1_N/A_NA_no matches_no matches_no matches_no matches",11459.75,3848.94213888889,1
"45338_512.358_11.062_3102_N/A_NA_no matches_no matches_no matches_no matches",14260.86,3469.07711111111,1
"45339_512.3582_9.7919_3461_N/A_NA_no matches_no matches_no matches_no matches",46428.05,24043.7418611111,1
"45340_512.3582_10.7381_6517_N/A_NA_no matches_no matches_no matches_no matches",102752.1,53152.965,1
"45341_512.3582_9.6033_2783_N/A_NA_no matches_no matches_no matches_no matches",60005,25893.3188611111,1
"45342_512.3582_10.8068_3102_N/A_NA_no matches_no matches_no matches_no matches",97766.2,23884.2988888889,1
"45343_512.3582_10.9295_3102_N/A_NA_no matches_no matches_no matches_no matches",24295.29,16224.5991388889,1
"45344_512.3582_10.6179_-1_N/A_NA_no matches_no matches_no matches_no matches",102752.1,44255.0511111111,1
"45345_512.3583_9.5003_2783_N/A_NA_no matches_no matches_no matches_no matches",40101.47,26012.6885555556,1
"45346_512.3583_10.1521_16746_N/A_NA_no matches_no matches_no matches_no matches",52913.29,35992.3249166667,1
"45347_512.3583_10.4838_6517_N/A_NA_no matches_no matches_no matches_no matches",269762.9,71116.5383333333,1
"45348_512.3583_9.8993_14105_N/A_NA_no matches_no matches_no matches_no matches",31218.17,22097.1020555556,1
"45349_512.3583_9.3661_2783_N/A_NA_no matches_no matches_no matches_no matches",12596.08,17626.5225833333,1
