row ID,row m/z,row retention time,row identity (main ID),row identity (all IDs),row identity (main ID + details),row comment,row number of detected peaks,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Mo_2019_542.mzML Peak area,Mo_2019_343.mzML Peak area,Mo_2019_339.mzML Peak area,Mo_2019_342.mzML Peak area,Mo_2019_338.mzML Peak area,Mo_2019_349.mzML Peak area,Mo_2019_348.mzML Peak area,Mo_2019_346.mzML Peak area,Mo_2019_344.mzML Peak area,Mo_2019_345.mzML Peak area,Mo_2019_347.mzML Peak area,Mo_2019_337.mzML Peak area,Mo_2019_325.mzML Peak area,Mo_2019_328.mzML Peak area,Mo_2019_334.mzML Peak area,Mo_2019_341.mzML Peak area,Mo_2019_332.mzML Peak area,Mo_2019_327.mzML Peak area,Mo_2019_333.mzML Peak area,Mo_2019_335.mzML Peak area,Mo_2019_340.mzML Peak area,Mo_2019_329.mzML Peak area,Mo_2019_331.mzML Peak area,Mo_2019_324.mzML Peak area,Mo_2019_336.mzML Peak area,Mo_2019_321.mzML Peak area,Mo_2019_330.mzML Peak area,Mo_2019_326.mzML Peak area,Mo_2019_320.mzML Peak area,Mo_2019_322.mzML Peak area,Mo_2019_543.mzML Peak area,Mo_2019_351.mzML Peak area,Mo_2019_323.mzML Peak area,Mo_2019_350.mzML Peak area,Mo_2019_352.mzML Peak area,Mo_2019_353.mzML Peak area,
337,687.4327375623915,6.1236328333333345,,,,,36,,,,,,,,4148355.2482769913,7523253.121207912,1.7600553839680437E7,1.0416802264282502E7,1.1771128082510903E7,1.1001162210828051E7,2.5627639841430727E7,8296067.243570598,8797466.950721458,1.0875435956236832E7,1.6017111233375771E7,9340319.572312308,1.015189663407719E7,1.139021835935509E7,1.5592473442603752E7,1.6749032496047463E7,9878069.949134178,1.0035426966138557E7,8494889.090100698,9948752.709029574,1.6843187325379472E7,1.113447228201036E7,2.579463538481102E7,1.5990888441098895E7,1.335198678637672E7,1.675737968092392E7,2.6256474658783328E7,2.883855980607937E7,1.234766737901878E7,1.5430354886024963E7,7587701.464950919,7161986.757958785,1.2173430345488837E7,1.0902636220860597E7,7783012.800582746,2.0597451429644E7,
344,474.30531311035156,6.204468888888889,,,,,9,,,,,,,,5141668.651492707,0,0,0,0,2070409.148679661,0,0,7668749.856831766,0,0,909270.6480977435,0,4743354.419567136,0,0,0,1586881.0925479757,0,9990200.22622724,0,0,0,2576058.4637604393,0,0,0,0,0,0,0,1328526.3111759867,0,0,0,0,
346,672.5257326013901,11.30010773529412,,,,,34,,,,,,,,4250151.61073475,4724401.254209998,4085572.597275557,4131389.7729060687,3863379.1873028963,4034563.7062088326,5862914.121185124,4290534.864838356,5164551.205955177,3965978.4008071856,3430930.358003362,4012503.631393173,3666458.86423922,6257735.715323488,3817049.9963830723,3768506.9343618127,4920364.21872147,4661461.947275601,7805184.385209405,4746342.524715688,5548288.281791247,5222955.385988879,6521632.772216329,4140863.6556637185,0,0,5559431.802090181,4503537.842719741,8188521.611585653,5882548.493555647,3817673.3029762204,3495581.6237057503,4240133.381393801,5038372.069844997,5115521.152041579,4650641.419879271,
347,171.14919782366073,5.641256454285714,,,,,35,,,,,,,,7027730.524608109,3.96873009627843E7,4.418651402426933E7,4.361597287057144E7,5.609373429276045E7,1.3827710332834652E8,9.9176760204281E7,1.0856657134991466E8,2.7975356650141627E7,9.43166076271713E7,9.070088992327613E7,6.286925101452665E7,2.321160888464267E7,2.3761989701868373E8,3.885074620580295E8,3.7145544736037396E7,2.3701416903161684E8,6.1146603216479175E7,3.0214376742376095E8,2.319574106803858E8,3.878373216128348E7,2.0755983167290875E8,1.2530027444124585E8,0,1.981183277204431E8,5.213384170461685E7,2.201470012193256E8,5.4283998830280475E7,3.988237818219251E7,2.2432452182830233E7,1.8515179154609886E8,1.8312420497277936E8,2.3101616663098954E7,1.552013064278064E8,6.0923272535593145E7,7.80256657654025E7,
348,686.4108232770648,10.741345785714286,,,,,14,,,,,,,,1.0705649558458308E7,0,0,4464010.705018177,0,0,0,0,0,0,0,0,0,8372144.498760246,5069139.976137222,0,1.0927842554420661E7,1.5568505318036318E7,1.2809693814032773E7,3902703.633653026,0,1.0885902056804974E7,0,0,0,3390606.304190615,0,1.5198126940005027E7,2127989.9240381354,1.084320161216945E7,0,0,4035713.1851662537,0,0,0,
349,675.6760139465332,12.421506500000003,,,,,32,,,,,,,,5064025.66840268,5948099.295779955,9637859.802724509,6350203.287461186,5706680.817457552,2121607.034770095,6436780.994909476,6631690.8334472375,0,6855364.976857004,1.0159120736193754E7,7878443.056696901,7455152.432011821,9332550.102772342,0,1.0050025430668108E7,8310969.094934513,1730460.233704671,9019423.614662949,2949116.6313525075,5353848.608423445,0,2935055.630349791,0,5472123.364813547,5292844.27372862,3193621.0467144977,2729536.6629262697,6887205.740889332,4250404.481658814,1473081.6773100053,3489615.4849068816,3638507.6704266327,5490491.034707296,6347602.838685147,5199742.083777134,
356,402.23351923624676,3.7276308083333345,,,,,36,,,,,,,,8281881.512078865,7.826128897815265E7,2.40381616857996E8,8.753515987016183E7,2.3492020838894343E8,2.4424626238416988E8,1.7591611480306417E8,3.0376413830186784E8,1.7195982434900978E8,1.734697442430644E8,4.735549207877728E8,1.7930085863572368E8,8.006507470471261E7,1.755496928807539E8,8.765462500896452E7,3.8410187396886957E8,2.238561924620865E8,1.357452596939713E8,2.1847797592547554E8,1.0951597164721997E8,7.080056913066562E8,3.2360087838116145E8,1.5921067970227852E8,3.091544731978432E8,2.1366440869898656E8,1.8473892053061166E8,6.027003992433571E8,8.370832657237646E7,1.6538086335179034E8,2.586027263313863E8,4.408163729731281E7,1.1543811807235692E8,4.861357085094292E8,2.0161971056891522E8,1.1092987894993995E8,2.161325536527333E8,
357,314.1808607313368,3.052750205555556,,,,,36,,,,,,,,9528481.996654827,8.51072503183882E7,2.349458981890444E8,1.0348691173399612E8,2.2139745948018876E8,2.3155216800925323E8,1.7802999995311213E8,2.4859719726353064E8,2.0219931799074012E8,1.4400575431852227E8,4.1699276649281174E8,1.932413567709933E8,8.260578977393499E7,1.5665504436343983E8,9.337622212798743E7,3.723974003160176E8,1.8972749713701788E8,1.6402213984672824E8,2.0604536159369045E8,1.1927099384973425E8,6.230593957918385E8,2.7584410816364896E8,1.484441598597381E8,2.727830979678265E8,2.2048180704015353E8,1.6957152541316134E8,5.2302524957815146E8,8.7780728853996E7,1.4773192302900848E8,2.4082886568786347E8,4.5376702061086334E7,1.3302497510352987E8,4.183300656913648E8,1.9552490426050758E8,1.2617777131194074E8,2.2071492573378268E8,
358,558.4213087293837,8.599257050000002,,,,,36,,,,,,,,1.1465560669015195E7,3.939969230372349E7,4.941997841169951E7,4.734200706618987E7,4.7569679616216116E7,5.700541214834255E7,6.271517347696528E7,4.696689847055496E7,5.454734037782394E7,6.1461075846790366E7,6.0497288308423944E7,4.3639696209093004E7,4.0033286080067046E7,6.78324002289162E7,6.220993141216463E7,5.535795921201405E7,5.177745500255544E7,5.033956599599522E7,5.7433509402927436E7,6.163116138485013E7,9.36100745492989E7,4.676699642105141E7,6.986542711940224E7,5.09284178170588E7,1.6823870841717818E8,5.003676828420595E7,9.788405861304052E7,6.06392915965441E7,4.976578948546337E7,6.454414170275725E7,3.341180681547488E7,5.9094303252170056E7,1.0400195632152127E8,5.480401151400358E7,5.374035731561469E7,1.659530498092543E8,
359,445.1159101213728,9.858191051428573,,,,,35,,,,,,,,1.0402586458706498E7,8018149.7839253945,7412870.1637903545,7645278.531792423,7146523.895406113,6955278.42959258,8350199.487374676,6170818.2101690285,7681025.758757443,6736691.636401298,8157470.316064491,7844559.762590652,7740096.261324851,9412201.130355308,6897051.5690001985,6929833.003002008,6122776.942285691,5948244.472473984,8462893.835407425,1.0506701116299288E7,7140223.11462564,6360411.818676008,0,6759654.0316788405,8923809.249483554,6552148.205598288,1.2304619995582867E7,1.0753179142631005E7,6362371.318663279,8542725.598000322,9050737.7140397,5865335.854241616,7327291.9234583,9419381.40641382,5499183.078258445,7545398.162882452,
360,244.19081518385144,8.365829666666666,,,,,36,,,,,,,,5091072.400024603,1.8878583440880463E7,1.5796781073129775E7,9583815.725785825,1.7677542494100433E7,2.254580921291804E7,3.815289346229237E7,3.0656993923944473E7,1.704268374774929E7,3.465592149361029E7,1.2437350851096526E7,1.8505321587323967E7,1.665124316878841E7,3.36160732736987E7,3.612126372403428E7,7839424.081347975,2.519642168108182E7,2.748965006734854E7,3.626553345968034E7,3.795033135555944E7,1.819831460401505E7,2.1225944695740256E7,4.029053352260516E7,2.9998700812025614E7,5.8740418524232656E7,5.020170782392005E7,7436002.167915166,3.506829707236466E7,3.5254442994650826E7,5.893464808493935E7,1.4599799338031624E7,1.4308702220662504E7,2.3463122386303503E7,1.9625118823136266E7,1.699963639665056E7,1.8789193202780284E7,
361,600.4316999647352,9.866603461111115,,,,,36,,,,,,,,4774902.14295535,7157678.466593143,7985258.837542248,8628560.846422464,8182635.870669035,8336178.585171472,4991394.236468546,6724698.470825128,1.0012630590038322E7,6525532.3012807015,6492378.152769595,7075034.3811634835,7401241.097330717,5399874.368296625,6592254.670065049,8199334.530449797,3965834.1376306294,6588688.522113478,6799109.399973238,1.0410472587114463E7,1.1870890747833878E7,7045067.6876372285,6181293.259401768,4085348.6538833007,1.393392181441767E7,4376670.572824521,1.3890787287242541E7,1.2852850450000588E7,5071334.275144526,6125315.282407872,5443992.654265482,9264607.862765377,1.1127356845878812E7,8236278.461606436,9399406.428040745,1.6004695316403517E7,
362,523.2512376573351,10.300579777777777,,,,,9,,,,,,,,5753460.317280197,0,0,2875610.80941279,0,0,0,0,0,0,0,0,1817701.7052956084,0,2050242.5920565487,0,2879839.6453725654,8379464.260684703,0,2697948.085686569,0,6485913.446493642,0,0,0,0,0,1.6768176138181934E7,0,0,0,0,0,0,0,0,
363,581.7031392415364,6.490878656666667,,,,,30,,,,,,,,3637991.0584917385,2941938.495414933,1.0576741284886599E7,0,6140703.380243324,6058046.910175322,1.9628704400638077E7,0,4955348.08578517,7232270.967963818,9563560.404204348,4664364.561227404,4130261.4056156543,5234741.505347813,1.005100547254719E7,8102563.282082056,6726154.777427156,0,5070748.994383883,0,7555190.840186938,6277653.326137659,2.148455964685005E7,6133567.078558674,0,7323579.690876775,1.678206312033206E7,7411918.687053194,4978124.989732121,5740161.377912836,7417650.611091982,4523620.54495896,4382473.167707592,6879432.268618615,0,1.462225129019435E7,
364,314.21736484103735,3.7215359388888896,,,,,36,,,,,,,,8075408.718293133,1.929817938921208E7,9.923903756589615E7,2.423802810699677E7,7.785260113596265E7,1.0134608154253778E8,5.883459674526652E7,1.7000302253367025E8,6.277531370599979E7,8.989013962200041E7,1.445784640530268E8,7.23430070375714E7,2.443014491873912E7,1.1406083636288428E8,5.046672728875067E7,2.20761140408419E8,1.2301921587414917E8,5.695018619851972E7,1.0859366272694744E8,3.6128070549507745E7,1.8747899290380093E8,1.786868011059419E8,7.125679882306755E7,2.5442989053655866E8,9.952264312855761E7,1.0592971944112806E8,2.0721366903567058E8,2.660673095481804E7,8.716320838024935E7,1.362961029778133E8,1.1722205663271861E7,4.381703221746395E7,1.8568501141793188E8,8.672629145404854E7,3.1560051800421122E7,7.532744274569896E7,
367,459.6279602050781,6.150048766666667,,,,,3,,,,,,,,4902536.754835286,0,0,0,0,0,0,0,0,1461808.5910905162,0,0,0,1568975.3576791734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
370,565.5669529127038,12.05382052173913,,,,,23,,,,,,,,3.116407476728858E7,2.9996282450470533E7,3.504707449665165E7,0,0,5.746226684594834E8,4.239171903525448E7,0,3.928882963735715E7,3.538893923552535E7,4.08739091308266E7,0,0,0,0,4.162831776026969E7,3.884842415964969E7,0,3.9125022258258946E7,3.7997989313152514E7,3.866508910773299E7,3.437066957584031E7,3.94544234291962E7,3.542635710910519E7,2.838893119266278E7,0,0,3.522765060170152E7,0,0,0,3.2579058757795792E7,3.6009403203021385E7,4.079467534372599E7,3.587761602030963E7,2.9150171280637454E7,
371,312.2015897962782,4.028023802777778,,,,,36,,,,,,,,6955635.680200486,2.3309612173072662E7,1.2612437307382269E8,2.886291317172571E7,1.1553047797951409E8,2.462422349826126E8,7.64511051475559E7,2.3799950973414803E8,1.1656294920220725E8,1.4955818312334308E8,9.721146110558806E7,1.1391963963960746E8,2.084773541943757E7,3.759452328120723E7,6.056544799583268E7,2.186626545990243E8,3.496487568633577E7,1.0806451252574629E8,5.704335997429703E7,3.2587535697073333E7,1.9449118594669637E8,8.278445055918851E7,5.251681701288949E7,6.671945118361471E7,3.7041830967786185E7,3.695851573892382E7,1.2761376900242446E8,4.139227070730994E7,3.144100306295939E7,4.001950871621322E7,9275694.345875505,7.257552274449176E7,4.656795684117554E7,1.1546504991911398E8,3.244003386382535E7,1.2607374116640703E8,
375,214.1801840464274,7.748137402777776,,,,,36,,,,,,,,4363090.804394227,1.182064251599057E7,6262069.671824781,5276926.025770708,9732853.473663919,5726497.46761561,3888257.769882428,5272094.539823751,9766188.733475821,9077372.027474608,4438205.178675013,6995008.756805817,5139329.812908472,6910567.289214553,5578382.682681475,4269177.512663551,2900770.4167159293,9280896.255325086,6103277.595603009,6.452304109724015E7,9942310.940971203,8141837.126989493,5973158.539040638,6809887.531782389,4261915.351357373,5013857.393130909,6392920.146087268,1.1679173260883955E7,5234476.858036818,7428265.249735171,5232076.669951535,1.3282453010536605E7,2199890.543381524,5458292.267302679,1.1731532962833593E7,7468284.128576752,
376,578.4372448391384,11.346813027777777,,,,,36,,,,,,,,9597929.507638134,8050347.953306216,1.5126321622193875E7,1.4608005206287613E7,8375914.210573338,9619726.442483207,4.4669529046881005E7,1.2862152054508418E7,1.0140009627579348E7,4.1886644845829576E7,9636603.528770614,1.417790645037932E7,5651292.074989251,2.3624944203089118E7,7552773.43070905,7651447.3890724145,2.228971535708277E7,6364278.886772306,1.939167708361019E7,1.4283669119590268E7,8.560629630273262E7,1.4578162021367304E7,2.1513973006959084E8,7724916.3811755,1.2679291275203474E7,1.1138501939455554E7,1.817719882087953E7,1.980991251140635E7,1.0833295322568025E7,2.0980343075026315E7,1.0911040896687623E7,4715374.997179629,1.1596570317111574E7,1.3498668635535939E7,6113335.0770403715,2.5646946401986416E7,
377,263.23305442116475,5.87338403939394,,,,,33,,,,,,,,5652094.850569419,5992654.078373736,5291913.347274345,2338898.910993184,6424743.268395987,2580870.273080059,0,2459428.5168202403,5354762.149748182,4435553.877147024,0,3534302.610638893,5428553.235553117,1.928850799737092E7,8052731.394050198,0,5500329.204130161,9785678.647158552,1.9188906631616402E7,1.5323533979494598E7,3721738.175172738,1.9180005621861957E7,1.9992588780206252E7,2.8280597898203466E7,7132203.128239683,1.4434226417794637E7,8888458.725016192,6779177.582107117,1.3020829279082326E7,2.303262197143476E7,3662895.695285312,5983190.825391564,4970950.351622827,3312626.6764959255,4263978.460339828,2629497.0739861825,
378,784.5245819091797,13.090395166666665,,,,,6,,,,,,,,4221736.484902472,0,0,0,0,0,0,0,0,0,0,0,5251296.514986546,0,0,0,0,0,5761106.724089476,0,0,3463614.0498633133,0,0,0,0,3098095.955264507,0,0,0,4501751.270896901,0,0,0,0,0,
380,217.10713005065918,4.711991758333333,,,,,36,,,,,,,,7946985.841309419,6.4065116728055514E7,8.660933883326173E7,1.2979076382781228E8,9.431248538349679E7,1.3500816553703782E8,1.368636090710558E8,7.129939968744625E7,2.105218225188918E8,1.01281598032439E8,1.2957844782655703E8,9.137309063877802E7,1.2261333268554322E8,7.763063298550114E7,1.6474008948537356E8,1.1118851106425416E8,1.225738676906391E8,1.866714968109599E8,1.5119145686371425E8,1.5051393653887564E8,1.0533990213054009E8,1.2622721530869113E8,1.4044478008273014E8,8.254024101259E7,1.7016375871294728E8,7.819406580716383E7,1.4318022607286045E8,1.3770334174709496E8,8.325011763699041E7,9.493880728632788E7,1.2956562800626019E8,1.6845672348690858E8,7.56284291055515E7,1.6722625985460868E8,1.9010798035278302E8,1.606201955011396E8,
381,488.9786856515067,6.251611642857143,,,,,7,,,,,,,,4548229.953668121,0,2516533.143880042,2756211.4042552505,2418693.3102362654,0,0,0,0,0,1855303.9310223488,0,0,0,0,0,0,1244886.528248906,0,0,0,0,0,0,0,1794586.4402766651,0,0,0,0,0,0,0,0,0,0,
383,518.3301653180804,6.344460685714286,,,,,7,,,,,,,,3763462.6915850444,2046502.4303183176,0,1820656.1374138948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274199.98845209,0,0,0,0,1121670.3574782736,1735239.1784814436,0,0,0,2061527.5545492491,0,0,0,0,0,0,
384,602.3167724609375,10.291676149999997,,,,,20,,,,,,,,8155247.576799352,0,0,5278997.401563795,0,0,0,0,3328212.031695013,3722867.5518857716,0,0,0,1.559039438744349E7,1.4246691725306293E7,0,7.951347540888423E7,3.579818954198627E7,3.974183713199163E7,1.2191293027206661E7,0,2.3246890399236307E7,4083887.6662363983,1870101.696001902,0,0,2949136.0693115736,5.4851691186770886E7,2728930.6441077283,1.5862796544005707E7,2455585.935865307,0,1.2212149934238803E7,0,0,4732279.278503425,
385,372.2229923672146,4.144697247222222,,,,,36,,,,,,,,8164781.340981755,5.391218661955893E7,2.2864838187572053E8,6.577591408656971E7,1.6310411456703433E8,2.3372903664754552E8,1.9936600578224245E8,3.166147203862326E8,1.1723748553162588E8,1.815593985252226E8,3.271350331719795E8,1.8324075894215938E8,6.6985872615762874E7,1.4857764094199643E8,1.1836196328686829E8,2.847135255200478E8,2.3849825317386925E8,1.266627979907046E8,1.7156735449338806E8,8.638047101797035E7,4.506377392384291E8,2.0655281280367303E8,1.627473085709222E8,2.700284775609354E8,1.882033370740548E8,2.0341842169807318E8,1.9282887919774628E8,1.0586298309636123E8,1.7433295205706647E8,2.827699104317753E8,3.17475796476481E7,9.85873502575976E7,5.956505873712935E8,1.8131436230029377E8,1.0982525364153166E8,2.287818121148215E8,
387,173.0785151890346,0.674896076857143,,,,,35,,,,,,,,3796584.921118725,2.8180852276338674E7,3.9359927623593956E7,2.8433488831156734E7,3.3515223186104964E7,5.096330148090613E7,2.2080537759667948E7,1.0606666305854367E8,6.452779573017917E7,6.992673595196664E7,2.8996587710230857E7,1.765690673681141E7,4.548996834909856E7,3.633930919546556E7,3.2039930670053333E7,1.4627860411514483E7,3.292144106348237E7,3.2833598527339607E7,1.1049812136604333E8,6.491009407947263E7,1.6258401505293045E7,3.944435346316443E7,3.224199825243108E7,2.1318343493381422E7,7.955639559575884E7,2.7769595081851475E7,7.220433641260545E7,9.925827961197911E7,4.583910273310945E7,1.3226588357692339E7,0,3.990968478953014E7,6970784.317680863,3.709510013735228E7,2.01939994769146E7,3.1966559528192967E7,
388,452.39463944868606,10.978892363636362,,,,,33,,,,,,,,4995478.710376473,2.209921883843748E7,2.137399426648276E7,2.268023583105326E7,0,1.5587277244679965E7,1.200222960038428E7,2.224104743576847E7,0,2.8510385195504986E7,1.964573776035102E7,2.0643395091366626E7,2.9830662137013704E7,3.509743040201514E7,3.6846138168373406E7,2.5301263429052748E7,2.615074839681928E7,9678644.862611279,3.166988027306538E7,3.406242097794035E7,2.2336560914649416E7,0,3.396045028262055E7,3.2706436978852563E7,3.2452668997596815E7,2.8831978459291194E7,3.583991941639815E7,3.3076637562717605E7,1.7256445896950245E7,3.8165894707853965E7,3.2559176011759613E7,2.241268642310238E7,2.8104895920524947E7,1.9393993139457464E7,3.5331170285421856E7,2.0278570216650188E7,
389,280.18847240101206,9.174794184848482,,,,,33,,,,,,,,3524268.52993387,7212995.769186102,6536965.912482066,4652192.774676044,6252584.594242712,4085894.9216137994,8943714.469818337,1.231183761268548E7,4841139.328927413,1.840832089419697E7,0,7101444.441077068,7233899.738910463,2.196495108990725E7,2.6630011732254263E7,0,2.2542183457862426E7,1.7490635325779688E7,3.958598286060235E7,1.7181485305502843E7,4730503.286466216,1.706757320246367E7,9022926.330120882,2.8431024523037095E7,2.614413307256407E7,2.660891936319579E7,0,8046070.644315496,2.9745574525286928E7,5.570199205575261E7,7768684.734026472,5298764.888527113,1.0094458145603407E7,7173178.363671663,6773821.995901357,8824765.280476939,
391,193.15866872999402,9.40618496111111,,,,,36,,,,,,,,2861376.4421180985,2.338983803281075E7,2.5792993397657886E7,2.449479967671665E7,2.697917982311192E7,2.1475859404833935E7,1.46918943900851E7,2.3155390010110293E7,1.4828685509277085E7,4.484072800073271E7,2.000564714496484E7,2.0827599612759244E7,1.6895711897101436E7,3.295089707962088E7,2.553499383129591E7,2.4779452699026294E7,1.8848356800308954E7,2.9429463276987128E7,3.846086683230768E7,2.059462317886903E7,2.0841503863439724E7,3.6829152039043196E7,1.3935142002516706E7,3.6903322411364265E7,2.5209679976882633E7,3.515326596708642E7,1.8492478460538868E7,1.649494202541729E7,2.750479131147356E7,4.562595577043509E7,9884591.0292157,2.070730817517435E7,2.073908079337376E7,2.5953224096605286E7,2.990343643804094E7,3.227097190802128E7,
393,364.3422495524089,11.43686897222222,,,,,36,,,,,,,,5761150.077956923,7694762.623967073,7162662.469535158,7234841.074407142,5977977.492991438,1.0198652413990553E7,1.9813860912374746E7,6056250.360036587,8707647.44173457,1.0356938734205244E7,6166313.591285652,7769468.909003958,6626391.626009535,1.809955628942487E7,1.417044216947254E7,8495347.37022992,3.735004268467752E7,1.144482116414765E7,1.802159636536591E7,1.6603699795532037E7,8614092.326772656,1.0030195131387472E7,3.59917159224126E7,9794956.691325765,8569154.108119747,1.0504513644591639E7,9847507.777157309,1.1080110380598154E7,1.2255323871693833E7,1.4929223670373857E7,8816399.584386494,6446652.19908421,1.260615676763045E7,9357482.90732902,1.2072540707129853E7,7420241.546579137,
395,356.22786627875433,4.359601975,,,,,36,,,,,,,,5535221.912337199,1.0944148392583407E7,4.669222741355822E7,1.5722594240628764E7,3.80054947503614E7,4.726390040060597E7,1.9701737523421224E7,6.87459989267957E7,2.4351234474649295E7,3.7377772962403856E7,4.049686766164808E7,3.0093126340335313E7,7574572.342497424,1.872424917032856E7,1.3969160778074576E7,8.396029759727882E7,1.01077609264783E7,2.3413422159536026E7,1.9484731160370592E7,9252933.675767457,5.8471334708171636E7,3.810020877386675E7,1.3297884501377441E7,3.78693696390354E7,7843993.785621483,1.7150224773432396E7,4.30204349596319E7,1.9315836116656695E7,1.0509703072427506E7,2.1619497346026994E7,1983763.457312611,1.6861039513501678E7,2.300575317145775E7,2.6736678602644604E7,9390966.368730418,3.587112916573122E7,
396,458.2753642689098,10.404054409090907,,,,,22,,,,,,,,5467318.726347249,0,937367.087094845,6285006.941159546,0,0,0,1070528.9087629768,0,4374993.934133372,1136690.1503770323,0,4335675.243301957,1.2684368400214588E7,8744959.71162236,0,4.910267766281374E7,3.741964306053898E7,3.560709600224329E7,7940803.7150802715,0,2.8147992248505305E7,0,6640310.514976839,0,9234705.42716439,1864950.5894596544,5.042110021835726E7,1812384.2981109302,1.3829385953548063E7,1414790.7254901617,0,1.9334550136230897E7,0,0,0,
397,830.4532165527344,10.575904222222222,,,,,9,,,,,,,,6266852.278184963,0,0,2596596.398656872,0,0,0,0,0,0,0,0,0,3961792.8615778773,0,0,4106392.908251956,3942258.3015159667,3571246.5104685286,0,0,3685194.343184076,0,0,0,0,0,4993391.249265026,0,4130630.476180767,0,0,0,0,0,0,
400,280.263548714774,10.211674857142855,,,,,28,,,,,,,,1.0226302901333211E7,0,2.2167601517604146E7,1.2569742432090512E7,1.91704210758172E7,0,5367882.8050455935,1.4678205309487952E7,2.6472420692852516E7,4.338389542845786E7,1.2786091750540469E7,1.86639272438563E7,8822609.403990967,0,0,7289049.588929764,1.5865120675769048E7,4.08608233342521E7,1.825160367970504E7,0,2.582308962153737E7,4.031789909925301E7,0,2.034639006191878E7,6612147.1574081285,0,3.1629484394839816E7,4.618937980365924E7,0,2.0896726964635547E7,8597927.822385447,5.123499408598286E7,2.2161702771674186E7,1.4390573662371643E7,2.705049150315965E7,2.0829777352953885E7,
401,401.21707407633465,9.59283322222222,,,,,36,,,,,,,,7118360.33302651,3.798235774914707E9,3.3341734185109997E9,4.363127028964573E9,3.481196233904858E9,9.813292177331124E7,7.739370267408817E7,1.307693036391511E8,2.2366265926741543E9,1.2124090839837605E8,1.1872533070746952E8,3.405106350530911E9,7.784558354004201E9,7.491227365037513E7,4.0776357487397626E7,4.1829710627122774E9,3.735506879563065E7,3.7123942801327796E9,2.1067599094531514E7,4.843176846948232E7,3.502860622521753E9,2.4860996776929714E7,5.404547132598542E7,5.884522445349023E9,2.215048056634942E7,5.515105567003477E9,1.322355835724215E8,8.2728121608774605E9,5.050843837273173E9,4.949886280160762E9,1.0268081562303293E7,1.7572471069816065E8,4.9396487446885805E9,1.3298254462040587E8,1.2594957998114654E8,1.3634970690492904E8,
404,293.19592030843097,6.301525544444444,,,,,36,,,,,,,,8330623.244892623,1.6707209455257557E7,1.3071552310653862E7,1.4540884762433989E7,1.9683792234733477E7,2.2090510732083626E7,1.2952835516061444E7,1.879935127584382E7,1.7810831328556646E7,1.5582445963078318E7,1.8306126667415846E7,1.5291610926161312E7,1.4181609058701713E7,1.3020520865101276E7,1.9832385967078805E7,1.85034091424107E7,1.0361442686532298E7,1.4143835820277948E7,1.2330861503247967E7,2.1224667535828236E7,1.7039967167703062E7,2.1244085189852796E7,1.5448015983179793E7,1.0753129460670106E7,2.3729916400722783E7,1.5980189163997611E7,2.4391643220301274E7,1.892885100005818E7,1.059579581648797E7,1.090516615030121E7,1.3419362090452803E7,2.6964177760625724E7,9890571.177076548,1.6669175366676584E7,2.1463412173131727E7,2.116633999050999E7,
405,212.16454768180847,6.666678212500001,,,,,32,,,,,,,,4244907.352277793,2.1640716390822627E7,2.3937297476992127E7,1.125777211333272E7,2.605857170719493E7,2.0862505876408994E7,2.8263400432015672E7,2.4782921241263032E7,2.4411734751294665E7,2.9293649974444993E7,1.2988646461502219E7,1.2919228995257584E7,2.0945523516138203E7,2.574107222958792E7,2.7925173355787106E7,1.1045880184575075E7,2.488266641956985E7,3.0234071461544294E7,4.461889975877234E7,4.999155349011307E7,3.1135071861072414E7,4.59679197897255E7,0,0,4.616825046749365E7,2.7204587822220504E7,4.219724343565477E7,2.1238125992355537E7,0,0,1.716531597925568E7,3.1499950355109192E7,1.1039530930786733E7,2.4365677319078885E7,3.0863592180004045E7,2.3587058834668703E7,
406,358.3677943836559,10.279652727272726,,,,,22,,,,,,,,4482128.179722619,4961976.014307529,5912543.499445189,5245197.850657852,6185284.472585074,0,0,5682334.78336319,0,5301879.929805839,0,0,5226299.520917664,0,1.0304475060585056E7,0,0,8721556.931073856,0,8133312.714013219,0,1.07639728862922E7,0,0,5310074.654396433,4117564.6174358176,1.5832426730296917E7,1.4769910325848283E7,6159147.722198082,0,1.288510919308866E7,1.1066294241016774E7,0,3417031.6239692844,1.0441152856902197E7,6813985.075437896,
409,339.17365080734777,8.905799010344827,,,,,29,,,,,,,,7497167.295855514,6823907.838815513,4147549.8639565418,4745324.735252758,4208793.978727758,0,0,4756121.81744343,5627972.943600052,5262016.460537085,5817089.900252758,4089501.0779932616,6351626.512086389,7201581.083225742,4562022.310067097,3923344.958705145,0,4207159.988876555,0,8207131.782547633,3553390.4128161715,4686225.552241366,0,3543922.8240773682,6091556.748676802,2386652.2453957153,7486668.385835507,5187975.841475888,2637127.796430221,0,7380992.142442541,4655245.432291248,4239718.926688444,0,5518215.230985725,5284780.975115427,
